price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand
expensive,86.0,Yes,Yes,No,No,Yes,No,Exynos,990,8.0,2.73,Unknown,8.0,128.0,High-End,4500.0,25,6.5,1080.0,2400.0,120.0,Punch Hole,12.0,3.0,32.0,1.0,Yes,1 TB,Android,v10.0,Samsung
non-expensive,72.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,10,6.56,720.0,1612.0,90.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,72.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,6.0,128.0,Mid-Range,4230.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,12.0,3.0,8.0,1.0,Yes,256 GB,Android,v9.0,Oppo
non-expensive,77.0,Yes,Yes,No,No,No,Yes,Snapdragon,680,8.0,2.4,Mid-Range,8.0,128.0,High-End,6000.0,18,6.7,720.0,1650.0,60.0,Punch Hole,50.0,2.0,5.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,64.0,Yes,Yes,No,No,No,No,Snapdragon,439,8.0,2.4,Budget,3.0,32.0,Budget,5000.0,0,6.35,720.0,1544.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,256 GB,Android,v9.0,Vivo
non-expensive,83.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,870,8.0,3.2,Flagship,8.0,128.0,High-End,4520.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,71.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,4.0,64.0,Mid-Range,5000.0,15,6.5,720.0,1600.0,90.0,Water Drop Notch,50.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,18,6.58,1080.0,2408.0,60.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Vivo
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,18.0,256.0,Flagship,6000.0,120,6.8,1080.0,2448.0,165.0,No Notch,64.0,3.0,32.0,1.0,No,1 TB,Android,v13,Asus
non-expensive,66.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,4230.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,256 GB,Android,v10.0,OPPO
expensive,86.0,No,Yes,No,No,No,No,Snapdragon,865,8.0,2.84,Flagship,8.0,256.0,High-End,4000.0,45,7.4,1440.0,3200.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v11,OPPO
non-expensive,69.0,Yes,Yes,No,No,No,Yes,Helio,25,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,0,6.53,720.0,1600.0,60.0,Water Drop Notch,13.0,1.0,5.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,71.0,Yes,Yes,Yes,No,No,No,Snapdragon,480,8.0,2.4,Unknown,6.0,64.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,90.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,7731,4.0,1.3,Unknown,1.0,16.0,Budget,4000.0,0,6.5,1600.0,720.0,60.0,Water Drop Notch,8.0,3.0,8.0,1.0,Yes,32 GB,Android,v10,itel
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,117,8.0,2.4,Unknown,0.06,0.12,Budget,1150.0,0,2.4,240.0,320.0,60.0,No Notch,3.0,1.0,16.0,0.0,Yes,32 GB,RTOS,v12,Nokia
non-expensive,71.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,15,6.5,720.0,1560.0,60.0,Water Drop Notch,48.0,1.0,8.0,1.0,Yes,1 TB,Android,v10,Samsung
expensive,70.0,Yes,Yes,No,No,Yes,No,Bionic,16,8.0,2.4,Flagship,6.0,128.0,Mid-Range,3500.0,0,5.42,1080.0,2340.0,60.0,Punch Hole,12.0,2.0,12.0,1.0,No,1 TB,iOS,v15,Apple
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
non-expensive,63.0,Yes,Yes,No,No,No,No,Unisoc,606,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.6,720.0,1612.0,90.0,Water Drop Notch,13.0,1.0,8.0,1.0,Yes,256 GB,Android,v11,Tecno
non-expensive,79.0,Yes,Yes,No,No,No,Yes,Snapdragon,680,8.0,2.4,Unknown,6.0,64.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,50.0,1.0,13.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,76.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,15,6.4,720.0,1600.0,60.0,Water Drop Notch,48.0,1.0,13.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,65.0,Yes,Yes,No,No,No,No,Snapdragon,439,8.0,2.4,Unknown,3.0,32.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v11,Vivo
non-expensive,85.0,Yes,Yes,Yes,No,No,No,Helio,95,8.0,2.05,Unknown,8.0,128.0,High-End,4500.0,45,6.67,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,512 GB,Android,v11,Infinix
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,12.0,256.0,Flagship,4700.0,120,6.78,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,77.0,Yes,Yes,No,No,Yes,No,Snapdragon,845,8.0,2.8,Flagship,8.0,128.0,High-End,3300.0,0,6.28,1080.0,2280.0,60.0,No Notch,20.0,2.0,16.0,1.0,No,1 TB,Android,v8.1,OnePlus
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,128.0,High-End,5000.0,33,6.59,1080.0,2412.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,89.0,Yes,Yes,Yes,Yes,Yes,Yes,Snapdragon,8 Gen2,8.0,3.2,Flagship,12.0,256.0,Flagship,5000.0,67,6.43,1440.0,3200.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,76.0,Yes,Yes,No,No,No,Yes,Snapdragon,720,8.0,2.3,High-End,4.0,64.0,Mid-Range,5000.0,33,6.67,1080.0,2400.0,60.0,Punch Hole,48.0,1.0,16.0,1.0,Yes,512 GB,Android,v10.0,POCO
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,12.0,256.0,Flagship,4800.0,150,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
non-expensive,78.0,Yes,Yes,No,No,No,Yes,Helio,90,8.0,2.05,Unknown,6.0,64.0,Mid-Range,4500.0,18,6.53,1080.0,2340.0,60.0,Water Drop Notch,64.0,1.0,20.0,1.0,Yes,512 GB,Android,v9.0,Xiaomi
non-expensive,81.0,Yes,Yes,No,No,No,Yes,Helio,96,8.0,2.05,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,108.0,1.0,16.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,65.0,Yes,Yes,No,No,No,No,Snapdragon,625,8.0,2.4,Mid-Range,4.0,64.0,Mid-Range,4100.0,0,5.5,1080.0,1920.0,60.0,No Notch,13.0,1.0,5.0,1.0,Yes,128 GB,Android,v6.0,Xiaomi
non-expensive,77.0,Yes,Yes,No,No,Yes,No,Helio,85,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.8,1080.0,2400.0,90.0,Punch Hole,48.0,2.0,32.0,1.0,Yes,1 TB,Android,v12,Tecno
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,1450,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
non-expensive,73.0,Yes,Yes,No,No,No,No,Helio,65,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.53,1080.0,2340.0,60.0,Water Drop Notch,16.0,3.0,16.0,1.0,Yes,256 GB,Android,v9.0,Vivo
expensive,88.0,Yes,Yes,No,No,Yes,No,Exynos,990,8.0,2.73,Unknown,8.0,128.0,High-End,4000.0,25,6.2,1440.0,3200.0,120.0,Punch Hole,64.0,3.0,10.0,1.0,Yes,1 TB,Android,v10.0,Samsung
non-expensive,82.0,Yes,Yes,No,No,No,No,Exynos,9611,8.0,2.3,Unknown,6.0,128.0,Mid-Range,6000.0,15,6.4,1080.0,2340.0,60.0,Water Drop Notch,64.0,3.0,32.0,1.0,Yes,512 GB,Android,v10.0,Samsung
non-expensive,75.0,Yes,Yes,Yes,No,No,No,Dimensity,810,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,0,6.56,720.0,1612.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,74.0,Yes,Yes,No,No,No,Yes,Snapdragon,662,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,18,6.53,1080.0,2340.0,60.0,Water Drop Notch,48.0,1.0,8.0,1.0,Yes,512 GB,Android,v10,Xiaomi
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.5,High-End,6.0,128.0,Mid-Range,4020.0,33,6.5,1080.0,2400.0,144.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Motorola Edge
expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.4,High-End,8.0,128.0,High-End,5000.0,67,6.7,1080.0,2412.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,8.0,256.0,High-End,5000.0,30,6.1,1080.0,2520.0,120.0,No Notch,12.0,3.0,12.0,1.0,Yes,1 TB,Android,v12,Sony
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,12.0,256.0,Flagship,4520.0,67,7.1,1792.0,1920.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Oppo
non-expensive,61.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,2.0,32.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v11,Vivo
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Exynos,2100,8.0,2.9,Unknown,8.0,128.0,High-End,4500.0,25,6.4,1080.0,2340.0,120.0,Punch Hole,12.0,3.0,32.0,1.0,No,1 TB,Android,v11,Samsung
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,8.0,128.0,High-End,5000.0,65,6.8,1116.0,2480.0,120.0,No Notch,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,ZTE
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,310,4.0,2.4,Unknown,4.0,32.0,Mid-Range,4000.0,0,6.54,720.0,1560.0,60.0,Small Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,Letv
non-expensive,74.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,OPPO
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,9832,4.0,1.4,Unknown,1.0,8.0,Budget,2400.0,0,5.0,854.0,480.0,60.0,No Notch,5.0,1.0,2.0,1.0,Yes,1 TB,Android,v12,Itel
expensive,88.0,Yes,Yes,Yes,No,No,No,Dimensity,1080,8.0,2.6,Unknown,12.0,256.0,Flagship,22000.0,33,6.58,1080.0,2408.0,120.0,Water Drop Notch,108.0,3.0,32.0,1.0,Yes,2 TB,Android,v12,Doogee
non-expensive,74.0,Yes,Yes,No,No,No,No,Snapdragon,675,8.0,2.4,Unknown,6.0,64.0,Mid-Range,5000.0,18,6.53,1080.0,2340.0,60.0,Water Drop Notch,16.0,3.0,16.0,1.0,Yes,256 GB,Android,v9.0,Vivo
expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.9,Flagship,8.0,128.0,High-End,5050.0,30,6.8,1080.0,2400.0,165.0,No Notch,64.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Nubia
non-expensive,77.0,Yes,Yes,No,No,No,Yes,Helio,88,8.0,2.4,Unknown,6.0,128.0,Mid-Range,6000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,50.0,1.0,8.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,75.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,33,6.6,1080.0,2412.0,90.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,81.0,Yes,Yes,No,No,No,Yes,Helio,96,8.0,2.05,Unknown,8.0,128.0,High-End,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,POCO
non-expensive,89.0,Yes,Yes,Yes,No,Yes,Yes,Dimensity,1080,8.0,2.6,Unknown,8.0,256.0,High-End,4300.0,120,6.67,1080.0,2400.0,120.0,Punch Hole,200.0,3.0,16.0,1.0,Yes,512 GB,Android,v12,Xiaomi
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.84,Unknown,12.0,256.0,Flagship,4500.0,65,6.7,1440.0,3216.0,120.0,Punch Hole,50.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,80.0,Yes,Yes,No,No,No,No,Snapdragon,425,4.0,1.4,Budget,3.0,16.0,Budget,3360.0,0,6.0,720.0,1440.0,60.0,No Notch,13.0,1.0,5.0,1.0,Yes,1 TB,Android,v8.1,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,9863,8.0,1.6,Unknown,2.0,32.0,Budget,5000.0,18,6.6,1612.0,720.0,60.0,Water Drop Notch,8.0,2.0,5.0,1.0,Yes,128 GB,Android,v11.0,itel
non-expensive,74.0,Yes,Yes,No,No,No,Yes,Helio,88,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,50.0,1.0,8.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,82.0,Yes,Yes,No,No,No,Yes,Snapdragon,732,8.0,2.3,Unknown,6.0,128.0,Mid-Range,5020.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,108.0,1.0,16.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,75.0,Yes,Yes,No,No,Yes,No,Helio,88,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.8,1080.0,2460.0,90.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Tecno
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.5,High-End,12.0,256.0,Flagship,4500.0,33,6.55,1080.0,2400.0,120.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Nothing
expensive,88.0,No,Yes,Yes,No,Yes,No,Dimensity,9000,8.0,3.2,Flagship,8.0,256.0,High-End,4300.0,44,6.8,1080.0,2520.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,OPPO
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,1,4.0,1.3,Unknown,1.0,16.0,Budget,4000.0,0,6.0,720.0,1600.0,60.0,No Notch,8.0,1.0,5.0,1.0,Yes,32 GB,Android,v9.0,itel
non-expensive,73.0,Yes,Yes,Yes,No,Yes,No,Dimensity,700,8.0,2.2,Unknown,4.0,64.0,Mid-Range,5000.0,15,6.5,720.0,1600.0,90.0,Water Drop Notch,50.0,3.0,5.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,6000.0,44,6.58,1080.0,2408.0,120.0,Water Drop Notch,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,75.0,Yes,Yes,No,No,No,Yes,Helio,85,8.0,2.4,Budget,4.0,64.0,Mid-Range,5020.0,5,6.53,1080.0,2340.0,60.0,Punch Hole,48.0,1.0,13.0,1.0,Yes,512 GB,Android,v10.0,Xiaomi
non-expensive,74.0,Yes,Yes,No,No,No,No,Helio,88,8.0,2.4,Unknown,4.0,64.0,Mid-Range,7000.0,33,6.95,1080.0,2460.0,90.0,Punch Hole,50.0,3.0,8.0,1.0,Yes,256 GB,Android,v11,Tecno
non-expensive,82.0,Yes,Yes,Yes,No,No,No,Dimensity,1080,8.0,2.6,Unknown,6.0,128.0,Mid-Range,5000.0,67,6.7,1080.0,2412.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,No,1 TB,Android,v13,Realme
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,7 Gen1,8.0,2.36,High-End,8.0,128.0,High-End,4200.0,67,6.5,1080.0,2412.0,144.0,No Notch,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Motorola Edge
expensive,86.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8 Gen1,8.0,2.4,Unknown,8.0,128.0,High-End,4700.0,120,6.67,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,20.0,1.0,No,1 TB,Android,v12,POCO
expensive,76.0,Yes,Yes,Yes,No,Yes,No,Bionic,14,6.0,3.1,Unknown,4.0,256.0,Mid-Range,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Apple
non-expensive,75.0,Yes,Yes,No,No,No,Yes,Helio,99,8.0,2.2,Mid-Range,4.0,64.0,Mid-Range,5000.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,13.0,1.0,Yes,1 TB,Android,v13,Xiaomi
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,9863,8.0,1.6,Unknown,2.0,16.0,Budget,3000.0,0,5.45,720.0,1440.0,60.0,No Notch,5.0,1.0,5.0,1.0,Yes,256 GB,Android,v11,Nokia
non-expensive,77.0,Yes,Yes,Yes,No,Yes,No,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,60.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Vivo
non-expensive,65.0,Yes,Yes,No,No,No,No,Other,612,8.0,1.82,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,83.0,Yes,Yes,No,No,Yes,No,Exynos,9810,8.0,2.7,Unknown,6.0,128.0,Mid-Range,4500.0,25,6.7,1080.0,2400.0,60.0,Punch Hole,12.0,3.0,32.0,1.0,Yes,1 TB,Android,v10.0,Samsung
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,12.0,256.0,Flagship,4600.0,66,8.03,1916.0,2160.0,120.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Vivo
non-expensive,70.0,Yes,Yes,No,No,No,No,Helio,60,8.0,2.4,Unknown,4.0,128.0,Mid-Range,3315.0,0,6.3,1080.0,2280.0,60.0,No Notch,16.0,2.0,25.0,1.0,Yes,256 GB,Android,v8.1,Vivo
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,7 Gen1,8.0,2.36,Unknown,6.0,128.0,Mid-Range,5000.0,67,6.62,1080.0,2412.0,144.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
non-expensive,80.0,No,No,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,0.0,0.0,Budget,800.0,0,1.77,120.0,160.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
non-expensive,79.0,Yes,Yes,Yes,No,No,Yes,Dimensity,810,8.0,2.4,Unknown,6.0,64.0,Mid-Range,5000.0,33,6.6,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,62.0,Yes,Yes,No,No,No,No,Other,612,8.0,1.82,Unknown,3.0,32.0,Budget,5000.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,64.0,Yes,Yes,No,No,No,No,Unisoc,612,8.0,1.8,Budget,3.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,50.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,83.0,Yes,Yes,Yes,No,No,No,Dimensity,930,8.0,2.2,Unknown,8.0,256.0,High-End,4700.0,67,6.56,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,50.0,1.0,Yes,1 TB,Android,v13,Vivo
non-expensive,69.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,3.0,64.0,Budget,5000.0,18,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,77.0,Yes,Yes,No,No,No,Yes,Snapdragon,720,8.0,2.3,High-End,4.0,128.0,Mid-Range,5020.0,18,6.67,1080.0,2400.0,60.0,Punch Hole,48.0,1.0,16.0,1.0,Yes,512 GB,Android,v10.0,Xiaomi
non-expensive,76.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,8.0,128.0,High-End,5000.0,33,6.56,720.0,1600.0,90.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,82.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,695,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,5000.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Poco
expensive,76.0,Yes,Yes,Yes,No,Yes,No,Bionic,16,6.0,2.4,Unknown,6.0,128.0,Mid-Range,4323.0,0,6.7,1290.0,2796.0,120.0,No Notch,48.0,3.0,12.0,1.0,No,1 TB,iOS,v16,Apple
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,5000.0,100,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,12.0,256.0,Flagship,5000.0,80,6.7,1440.0,3216.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,12.0,512.0,Flagship,5000.0,30,6.5,1644.0,3840.0,120.0,No Notch,12.0,1.0,12.0,1.0,Yes,1 TB,Android,v12,Sony
non-expensive,76.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,6.0,128.0,Mid-Range,4000.0,5,6.7,1080.0,2388.0,90.0,Punch Hole,64.0,1.0,16.0,1.0,Yes,1 TB,Android,v12,Honor
non-expensive,82.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,33,6.5,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,256 GB,Android,v12,OPPO
non-expensive,83.0,Yes,Yes,No,No,No,No,Helio,99,8.0,2.2,Unknown,8.0,256.0,High-End,5000.0,33,6.7,1080.0,2400.0,60.0,Water Drop Notch,108.0,2.0,16.0,1.0,Yes,2 TB,Android,v12,Infinix
non-expensive,70.0,Yes,Yes,No,No,No,No,Helio,25,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,0,6.53,720.0,1600.0,60.0,Water Drop Notch,13.0,1.0,5.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,79.0,Yes,Yes,No,No,Yes,No,Helio,85,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.8,1080.0,2460.0,60.0,Punch Hole,64.0,2.0,16.0,1.0,Yes,512 GB,Android,v12,Tecno
non-expensive,78.0,Yes,Yes,No,No,No,No,Snapdragon,662,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.4,1080.0,2400.0,60.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,256 GB,Android,v11,OPPO
non-expensive,83.0,Yes,Yes,Yes,No,No,Yes,Dimensity,920,8.0,2.5,Unknown,6.0,128.0,Mid-Range,4500.0,120,6.67,2400.0,1080.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,76.0,Yes,Yes,Yes,No,No,No,Dimensity,810,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,33,6.6,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme Narzo
non-expensive,78.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.59,1080.0,2412.0,90.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,OPPO
non-expensive,79.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,25,6.6,1080.0,2408.0,60.0,Water Drop Notch,50.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,9863,8.0,1.6,Unknown,2.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,256 GB,Android,v11,Realme Narzo
